id,dataset_name,folding,method
srp_Acin.spec._CR543861,ArchiveII,"[[1, 43], [2, 42], [3, 41], [4, 40], [5, 39], [11, 36], [12, 35], [13, 34], [19, 28], [20, 27], [21, 26]]",sincFold
5s_Bacillus-megaterium-2,ArchiveII,"[[1, 115], [2, 114], [3, 113], [4, 112], [5, 111], [6, 110], [7, 109], [8, 108], [14, 66], [15, 65], [16, 63], [17, 62], [18, 61], [19, 60], [20, 59], [21, 58], [27, 53], [28, 52], [29, 49], [30, 48], [31, 47], [32, 46], [68, 104], [69, 103], [71, 101], [72, 100], [77, 95], [78, 94], [80, 92], [81, 91], [82, 90], [83, 89], [84, 88]]",sincFold
5s_Comamonas-terrigena-1,ArchiveII,"[[1, 114], [2, 113], [3, 112], [4, 111], [5, 110], [6, 109], [7, 108], [8, 107], [9, 106], [15, 67], [16, 66], [17, 64], [18, 63], [19, 62], [20, 61], [21, 60], [22, 59], [28, 54], [29, 53], [30, 50], [31, 49], [32, 48], [33, 47], [69, 102], [70, 101], [72, 99], [73, 98], [78, 93], [79, 92], [80, 91], [81, 90], [82, 89], [83, 88]]",sincFold
5s_Gallus-gallus-1,ArchiveII,"[[1, 118], [2, 117], [3, 116], [4, 115], [5, 114], [6, 113], [7, 112], [8, 111], [9, 110], [14, 65], [15, 64], [16, 62], [17, 61], [18, 60], [19, 59], [20, 58], [21, 57], [27, 52], [28, 51], [29, 48], [30, 47], [31, 46], [32, 45], [67, 108], [68, 107], [69, 106], [70, 105], [71, 104], [72, 103], [78, 98], [79, 97], [81, 95], [82, 94], [84, 93], [85, 92], [86, 91]]",sincFold
5s_Yersinia-pseudotuberculosis-5,ArchiveII,"[[1, 119], [2, 118], [3, 117], [4, 116], [5, 115], [6, 114], [7, 113], [8, 112], [9, 111], [10, 110], [16, 68], [17, 67], [18, 65], [19, 64], [20, 63], [21, 62], [22, 61], [23, 60], [29, 55], [30, 54], [31, 51], [32, 50], [33, 49], [34, 48], [70, 106], [71, 105], [73, 103], [74, 102], [79, 97], [80, 96], [81, 95], [82, 94], [83, 93], [84, 92], [85, 91], [86, 90]]",sincFold
RNaseP_Synechococcus-PCC7001,ArchiveII,"[[9, 341], [10, 340], [11, 339], [13, 338], [14, 337], [15, 336], [16, 335], [17, 334], [18, 205], [19, 204], [20, 203], [21, 202], [22, 201], [32, 200], [33, 199], [34, 198], [36, 197], [37, 196], [38, 52], [39, 51], [40, 50], [41, 49], [42, 48], [53, 67], [54, 65], [55, 64], [56, 63], [57, 62], [68, 195], [69, 194], [73, 193], [74, 192], [75, 189], [76, 188], [77, 187], [89, 136], [90, 135], [91, 132], [92, 131], [93, 130], [96, 129], [97, 128], [98, 126], [99, 125], [100, 124], [144, 162], [145, 161], [146, 160], [147, 159], [148, 158], [149, 157], [163, 185], [164, 184], [165, 182], [166, 181], [167, 180], [168, 179], [169, 178], [170, 177], [171, 176], [209, 259], [210, 258], [211, 257], [266, 285], [267, 284], [268, 283], [269, 282], [270, 281], [271, 280], [272, 279], [273, 278], [303, 326], [304, 325], [305, 324], [306, 323], [307, 322]]",sincFold
5s_Escherichia-coli-8,ArchiveII,"[[1, 119], [2, 118], [3, 117], [4, 116], [5, 115], [6, 114], [7, 113], [8, 112], [9, 111], [10, 110], [16, 68], [17, 67], [18, 65], [19, 64], [20, 63], [21, 62], [22, 61], [23, 60], [29, 55], [30, 54], [31, 51], [32, 50], [33, 49], [34, 48], [70, 106], [71, 105], [73, 103], [74, 102], [79, 97], [80, 96], [81, 95], [82, 94], [83, 93], [84, 92], [85, 91], [86, 90]]",sincFold
tmRNA_Clos.botu._TRW-36826_1-355,ArchiveII,"[[1, 351], [2, 350], [3, 349], [4, 348], [5, 347], [6, 346], [7, 345], [20, 324], [21, 323], [22, 322], [23, 321], [24, 320], [25, 319], [26, 318], [27, 317], [33, 312], [34, 311], [35, 310], [36, 309], [37, 308], [38, 307], [39, 306], [40, 305], [42, 303], [44, 298], [45, 297], [46, 296], [47, 295], [48, 294], [49, 69], [50, 68], [118, 138], [119, 137], [120, 136], [121, 135], [122, 134], [123, 133], [141, 172], [142, 171], [143, 170], [145, 166], [146, 165], [147, 164], [148, 163], [149, 162], [150, 161], [154, 185], [156, 183], [157, 182], [189, 220], [190, 219], [191, 218], [194, 215], [195, 214], [196, 213], [197, 212], [198, 211], [199, 210], [202, 233], [203, 232], [204, 231], [205, 230], [206, 229], [207, 228], [208, 227], [244, 264], [247, 260], [248, 259], [249, 258], [251, 290], [252, 289], [253, 288], [254, 287], [255, 286], [256, 285], [257, 284], [328, 344], [329, 343], [330, 342], [331, 341], [332, 340]]",sincFold
tmRNA_Chla.trac._TRW-813-1_1-420,ArchiveII,"[[1, 416], [2, 415], [3, 414], [4, 413], [5, 412], [6, 411], [7, 410], [20, 389], [21, 388], [22, 387], [23, 386], [24, 385], [26, 383], [27, 381], [28, 380], [33, 375], [34, 374], [35, 373], [36, 372], [37, 371], [38, 370], [39, 369], [40, 368], [42, 363], [43, 362], [44, 361], [45, 360], [46, 359], [47, 67], [48, 66], [49, 65], [50, 64], [51, 63], [54, 79], [55, 78], [56, 77], [57, 76], [58, 75], [59, 74], [60, 73], [135, 190], [136, 189], [137, 188], [142, 183], [144, 181], [147, 178], [149, 176], [150, 175], [151, 174], [152, 173], [153, 172], [155, 170], [156, 169], [157, 168], [158, 167], [193, 231], [194, 230], [195, 229], [196, 228], [197, 227], [198, 225], [199, 224], [200, 223], [201, 222], [203, 220], [204, 219], [205, 218], [206, 217], [207, 216], [210, 244], [211, 243], [212, 242], [213, 241], [214, 240], [215, 239], [245, 284], [247, 282], [248, 281], [249, 280], [250, 279], [251, 278], [252, 277], [253, 276], [256, 273], [257, 272], [258, 271], [259, 270], [263, 298], [264, 297], [265, 296], [266, 295], [267, 294], [268, 293], [269, 292], [299, 339], [300, 338], [301, 337], [302, 336], [303, 335], [304, 333], [305, 332], [306, 331], [307, 330], [308, 329], [309, 328], [311, 326], [312, 325], [313, 324], [316, 355], [317, 354], [318, 353], [319, 352], [320, 351], [321, 350], [322, 349], [323, 348], [393, 409], [394, 408], [395, 407], [396, 406], [397, 405]]",sincFold
tRNA_tdbR00000535-Xenopus_laevis-8355-Ini-CAU,ArchiveII,"[[1, 71], [2, 70], [3, 69], [4, 68], [5, 67], [6, 66], [7, 65], [10, 24], [11, 23], [12, 22], [13, 21], [26, 42], [27, 41], [28, 40], [29, 39], [30, 38], [48, 64], [49, 63], [50, 62], [51, 61], [52, 60]]",sincFold
tmRNA_Ther.ther._Y15063_1-349,ArchiveII,"[[1, 345], [2, 344], [3, 343], [4, 342], [5, 341], [6, 340], [7, 339], [20, 318], [21, 317], [22, 316], [23, 315], [24, 314], [25, 313], [26, 312], [27, 311], [29, 310], [30, 309], [32, 307], [34, 305], [35, 304], [36, 303], [37, 302], [39, 301], [40, 300], [41, 299], [42, 298], [44, 293], [45, 292], [46, 291], [47, 290], [48, 289], [49, 67], [50, 66], [51, 65], [52, 64], [53, 63], [55, 78], [56, 77], [57, 76], [58, 75], [59, 74], [60, 73], [110, 129], [111, 128], [112, 127], [113, 126], [114, 125], [115, 124], [130, 170], [131, 169], [132, 168], [133, 167], [134, 166], [136, 162], [137, 161], [138, 160], [139, 159], [141, 156], [142, 155], [143, 154], [144, 153], [147, 183], [148, 182], [149, 181], [150, 180], [151, 179], [152, 178], [186, 214], [187, 213], [188, 212], [189, 211], [190, 210], [191, 209], [192, 208], [193, 207], [198, 230], [199, 229], [200, 228], [201, 227], [202, 226], [203, 225], [204, 224], [234, 267], [235, 266], [236, 265], [237, 264], [238, 263], [239, 262], [240, 261], [241, 260], [243, 256], [244, 255], [245, 254], [247, 285], [248, 284], [249, 283], [250, 282], [251, 281], [252, 280], [253, 279], [322, 338], [323, 337], [324, 336], [325, 335], [326, 334]]",sincFold
tmRNA_Shig.flex._AE014073_1-363,ArchiveII,"[[1, 359], [2, 358], [3, 357], [4, 356], [5, 355], [6, 354], [7, 353], [21, 332], [22, 331], [23, 330], [24, 329], [25, 328], [26, 327], [27, 326], [28, 325], [34, 320], [36, 318], [37, 317], [40, 314], [41, 313], [42, 312], [43, 311], [44, 307], [45, 306], [46, 305], [47, 304], [48, 303], [49, 67], [50, 66], [51, 65], [52, 64], [53, 63], [55, 78], [56, 77], [57, 76], [58, 75], [59, 74], [60, 73], [108, 137], [109, 136], [110, 135], [111, 134], [112, 133], [113, 132], [114, 130], [115, 129], [116, 128], [117, 127], [138, 181], [139, 180], [140, 179], [141, 178], [142, 177], [143, 176], [144, 175], [145, 170], [146, 169], [147, 168], [148, 167], [151, 164], [152, 163], [153, 162], [157, 196], [158, 195], [159, 194], [160, 193], [161, 192], [201, 228], [202, 227], [203, 226], [207, 222], [208, 221], [209, 220], [210, 219], [211, 218], [213, 245], [214, 244], [215, 243], [216, 242], [217, 241], [248, 283], [249, 282], [250, 281], [251, 280], [252, 279], [253, 278], [254, 277], [255, 276], [256, 275], [257, 274], [259, 272], [260, 271], [261, 270], [263, 299], [264, 298], [265, 297], [267, 295], [268, 294], [269, 293], [336, 352], [337, 351], [338, 350], [339, 349], [340, 348]]",sincFold
srp_Dros.yaku._GSP-7245,ArchiveII,"[[1, 44], [2, 43], [3, 42], [4, 41], [5, 22], [6, 21], [7, 20], [8, 19], [9, 18], [11, 16], [27, 40], [28, 39], [29, 38], [46, 296], [47, 295], [48, 294], [49, 293], [50, 292], [51, 291], [52, 290], [53, 289], [56, 286], [57, 285], [58, 284], [59, 283], [60, 282], [64, 276], [65, 275], [67, 273], [68, 272], [69, 271], [70, 270], [76, 269], [77, 268], [78, 267], [80, 266], [81, 265], [82, 264], [83, 263], [84, 262], [85, 261], [89, 259], [90, 258], [91, 257], [93, 255], [94, 254], [95, 253], [96, 252], [98, 250], [102, 249], [103, 248], [104, 247], [106, 245], [107, 244], [108, 243], [109, 242], [110, 238], [111, 237], [113, 236], [114, 235], [115, 234], [116, 233], [117, 232], [119, 229], [120, 228], [121, 227], [122, 226], [123, 225], [124, 224], [125, 223], [126, 222], [127, 221], [128, 167], [129, 166], [130, 165], [131, 164], [133, 162], [134, 161], [135, 160], [136, 159], [137, 158], [138, 157], [139, 156], [140, 155], [141, 154], [142, 153], [143, 152], [144, 151], [145, 150], [169, 173], [176, 219], [177, 218], [178, 217], [179, 216], [180, 215], [187, 210], [188, 209], [189, 208], [194, 203], [195, 202], [196, 201]]",sincFold
RNaseP_M.phosphovorus-JCM9379,ArchiveII,"[[1, 165], [5, 221], [6, 220], [7, 219], [8, 218], [10, 164], [11, 163], [12, 162], [13, 161], [14, 160], [15, 29], [16, 28], [17, 27], [18, 26], [19, 25], [30, 44], [31, 42], [32, 41], [33, 40], [34, 39], [45, 159], [46, 158], [50, 157], [51, 156], [52, 153], [53, 152], [54, 151], [67, 98], [68, 97], [69, 94], [70, 93], [71, 92], [72, 91], [73, 90], [74, 89], [76, 87], [77, 86], [78, 85], [79, 84], [106, 124], [107, 123], [109, 121], [110, 120], [111, 119], [125, 149], [126, 148], [127, 146], [128, 145], [129, 144], [130, 143], [131, 142], [132, 141], [133, 140], [134, 139], [172, 243], [173, 242], [174, 241], [175, 240], [181, 198], [182, 197], [183, 196], [184, 195], [185, 194], [186, 193], [187, 192], [201, 234], [202, 233], [203, 232], [204, 231], [205, 230], [206, 229], [210, 228], [213, 225], [214, 224], [215, 223], [216, 222], [250, 269], [251, 268], [252, 267], [253, 266], [254, 265], [255, 264], [256, 263], [257, 262], [288, 305], [289, 304], [290, 303], [291, 302], [292, 301], [293, 300], [294, 299]]",sincFold
tmRNA_Bord.para._TRW-257311_1-387,ArchiveII,"[[1, 383], [2, 382], [3, 381], [4, 380], [5, 379], [6, 378], [7, 377], [20, 356], [21, 355], [22, 354], [23, 353], [24, 352], [25, 351], [26, 350], [27, 349], [29, 347], [34, 343], [35, 342], [36, 341], [38, 340], [39, 339], [40, 338], [41, 337], [44, 331], [45, 330], [46, 329], [47, 328], [48, 327], [49, 66], [50, 65], [51, 64], [52, 63], [53, 62], [55, 78], [56, 77], [57, 76], [58, 75], [59, 74], [112, 131], [113, 130], [114, 129], [115, 128], [116, 127], [117, 126], [118, 125], [119, 124], [133, 206], [134, 205], [135, 204], [136, 203], [137, 202], [138, 201], [140, 159], [141, 158], [142, 157], [143, 156], [144, 155], [145, 154], [148, 219], [149, 218], [150, 217], [151, 216], [152, 215], [153, 214], [160, 199], [161, 198], [162, 197], [163, 196], [164, 179], [165, 178], [166, 177], [167, 176], [168, 175], [169, 174], [181, 192], [182, 191], [183, 190], [184, 189], [224, 251], [225, 250], [226, 249], [227, 248], [229, 246], [230, 245], [231, 244], [232, 243], [233, 242], [235, 266], [237, 264], [238, 263], [239, 262], [240, 261], [269, 303], [270, 302], [271, 301], [272, 300], [273, 299], [274, 298], [276, 296], [278, 293], [279, 292], [280, 291], [281, 290], [283, 323], [284, 322], [285, 321], [286, 320], [287, 319], [288, 318], [289, 317], [360, 376], [361, 375], [362, 374], [363, 373], [364, 372]]",sincFold
5s_Caulobacter-sp.-7,ArchiveII,"[[1, 118], [3, 116], [4, 115], [5, 114], [6, 113], [7, 112], [8, 111], [9, 110], [10, 109], [16, 68], [17, 67], [18, 65], [19, 64], [20, 63], [21, 62], [22, 61], [29, 55], [30, 54], [31, 51], [32, 50], [33, 49], [34, 48], [70, 105], [71, 104], [73, 102], [74, 101], [79, 96], [80, 95], [82, 93], [83, 92], [84, 91], [85, 90]]",sincFold
5s_Fusarium-lunulosporum-4,ArchiveII,"[[1, 119], [2, 118], [3, 117], [4, 116], [5, 115], [6, 114], [7, 113], [8, 112], [9, 111], [14, 66], [15, 65], [16, 63], [17, 62], [18, 61], [19, 60], [20, 59], [21, 58], [27, 53], [28, 52], [29, 48], [30, 47], [31, 46], [32, 45], [68, 109], [69, 108], [70, 107], [71, 106], [79, 99], [80, 98], [81, 97], [82, 96], [83, 95], [85, 94], [86, 93], [87, 92]]",sincFold
5s_Rhodospirillum-rubrum-1,ArchiveII,"[[2, 119], [3, 118], [4, 117], [5, 116], [6, 115], [7, 114], [8, 113], [9, 112], [10, 111], [11, 110], [17, 69], [18, 68], [19, 66], [20, 65], [21, 64], [22, 63], [23, 62], [24, 61], [30, 56], [31, 55], [32, 52], [33, 51], [34, 50], [35, 49], [71, 106], [72, 105], [74, 103], [75, 102], [80, 97], [81, 96], [82, 95], [83, 94], [84, 93], [85, 92], [86, 91]]",sincFold
5s_Ehrlichia-chaffeensis-1,ArchiveII,"[[5, 115], [6, 114], [7, 113], [8, 112], [9, 111], [10, 110], [16, 69], [17, 68], [18, 66], [19, 65], [20, 64], [21, 63], [22, 62], [31, 52], [32, 51], [33, 50], [71, 106], [72, 105], [74, 103], [75, 102], [80, 97], [81, 96], [83, 94], [84, 93], [85, 92], [86, 91]]",sincFold
RNaseP_S.malidevorans,ArchiveII,"[[9, 276], [10, 275], [11, 274], [12, 273], [13, 272], [14, 271], [15, 270], [16, 269], [17, 268], [18, 267], [19, 266], [20, 263], [21, 262], [24, 229], [25, 228], [26, 227], [27, 226], [28, 225], [29, 224], [30, 223], [32, 75], [33, 74], [34, 73], [35, 72], [36, 71], [47, 60], [48, 59], [49, 58], [50, 56], [80, 259], [81, 258], [84, 256], [85, 255], [86, 254], [87, 253], [88, 252], [90, 209], [91, 208], [94, 206], [95, 205], [96, 204], [97, 203], [98, 202], [105, 119], [106, 118], [107, 117], [108, 116], [109, 115], [121, 134], [122, 133], [123, 132], [124, 131], [125, 130], [137, 200], [138, 199], [139, 198], [140, 197], [141, 196], [142, 195], [143, 194], [156, 185], [157, 184], [158, 183], [159, 182], [160, 180], [161, 179], [162, 178], [163, 177], [164, 176], [165, 175], [166, 174], [230, 244], [231, 243], [232, 242], [233, 241], [234, 240]]",sincFold
5s_Streptomyces-sclerotialus-1,ArchiveII,"[[1, 119], [2, 118], [4, 117], [5, 116], [6, 115], [7, 114], [8, 113], [9, 112], [10, 111], [16, 68], [17, 67], [18, 65], [19, 64], [20, 63], [21, 62], [22, 61], [23, 60], [29, 55], [30, 54], [31, 51], [32, 50], [33, 49], [34, 48], [70, 107], [71, 106], [73, 104], [74, 103], [79, 98], [80, 97], [81, 96], [82, 95], [83, 94], [84, 93], [85, 92], [86, 91]]",sincFold
5s_Alcaligenes-faecalis-1,ArchiveII,"[[2, 115], [3, 114], [4, 113], [5, 112], [6, 111], [7, 110], [8, 109], [9, 108], [10, 107], [16, 68], [17, 67], [18, 65], [19, 64], [20, 63], [21, 62], [22, 61], [23, 60], [29, 55], [30, 54], [32, 50], [33, 49], [34, 48], [70, 103], [71, 102], [73, 100], [74, 99], [79, 94], [80, 93], [81, 92], [82, 91], [83, 90], [84, 89]]",sincFold
tmRNA_Rals.eutr._CP000090_1-360,ArchiveII,"[[1, 356], [2, 355], [3, 354], [4, 353], [5, 352], [6, 351], [7, 350], [20, 329], [21, 328], [22, 327], [23, 326], [24, 325], [25, 324], [26, 323], [27, 322], [33, 317], [34, 316], [35, 315], [36, 314], [38, 313], [39, 312], [40, 311], [41, 310], [44, 304], [45, 303], [46, 302], [47, 301], [48, 300], [49, 66], [50, 65], [51, 64], [52, 63], [53, 62], [55, 78], [56, 77], [57, 76], [58, 75], [59, 74], [113, 132], [114, 131], [115, 130], [116, 129], [118, 127], [119, 126], [120, 125], [142, 159], [149, 194], [150, 193], [151, 192], [152, 191], [153, 190], [154, 189], [161, 174], [162, 173], [163, 172], [164, 171], [165, 170], [182, 239], [183, 238], [184, 237], [200, 224], [201, 223], [202, 222], [203, 221], [204, 220], [205, 219], [243, 278], [244, 277], [245, 276], [246, 275], [247, 274], [248, 273], [249, 272], [250, 271], [252, 270], [254, 267], [255, 266], [256, 265], [258, 296], [259, 295], [260, 294], [261, 293], [262, 291], [263, 290], [264, 289], [333, 349], [334, 348], [335, 347], [336, 346], [337, 345]]",sincFold
srp_Pyro.furi._AE010126,ArchiveII,"[[1, 319], [2, 318], [3, 317], [4, 316], [5, 315], [6, 314], [7, 313], [8, 312], [9, 311], [10, 310], [13, 65], [14, 64], [15, 63], [16, 62], [17, 35], [18, 34], [19, 33], [20, 32], [21, 31], [22, 30], [23, 29], [40, 61], [41, 60], [42, 59], [43, 58], [45, 56], [69, 307], [70, 306], [71, 305], [72, 304], [73, 303], [74, 302], [75, 301], [76, 300], [77, 299], [80, 296], [84, 291], [85, 290], [90, 286], [91, 285], [92, 284], [93, 283], [94, 282], [95, 281], [96, 280], [97, 279], [98, 278], [103, 273], [104, 272], [105, 271], [106, 270], [107, 269], [108, 268], [109, 267], [110, 266], [111, 265], [113, 263], [121, 258], [122, 257], [123, 256], [124, 255], [125, 254], [126, 253], [127, 252], [128, 251], [129, 247], [130, 246], [131, 245], [132, 244], [133, 243], [134, 242], [135, 240], [137, 238], [138, 237], [139, 236], [140, 235], [141, 233], [142, 232], [143, 231], [144, 182], [146, 180], [147, 179], [148, 178], [149, 177], [150, 176], [152, 173], [153, 172], [154, 171], [155, 170], [156, 169], [157, 168], [158, 167], [159, 166], [160, 165], [185, 229], [186, 228], [187, 227], [188, 226], [189, 225], [190, 224], [196, 221], [197, 220], [198, 219], [199, 218], [204, 213], [205, 212], [206, 211]]",sincFold
srp_Bruc.suis._AE014291,ArchiveII,"[[1, 95], [2, 94], [3, 93], [4, 92], [5, 91], [6, 90], [7, 89], [8, 88], [9, 85], [10, 84], [11, 83], [12, 82], [13, 81], [14, 80], [15, 79], [17, 76], [18, 75], [20, 73], [21, 72], [22, 71], [24, 66], [25, 65], [26, 64], [27, 63], [34, 59], [35, 58], [36, 57], [37, 56], [42, 51], [43, 50], [44, 49]]",sincFold
srp_Stap.aure._AF368293,ArchiveII,"[[1, 97], [2, 96], [3, 95], [4, 94], [5, 93], [6, 92], [7, 91], [8, 90], [9, 86], [10, 85], [11, 84], [12, 83], [13, 82], [14, 81], [15, 77], [16, 76], [18, 75], [19, 74], [20, 73], [21, 72], [22, 71], [23, 68], [25, 66], [26, 65], [27, 64], [28, 63], [34, 59], [35, 58], [36, 57], [37, 56], [42, 51], [43, 50], [44, 49]]",sincFold
5s_Clavibacter-michiganensis-1,ArchiveII,"[[1, 119], [2, 118], [3, 117], [5, 116], [6, 115], [7, 114], [8, 113], [9, 112], [10, 111], [16, 68], [17, 67], [18, 65], [19, 64], [20, 63], [21, 62], [22, 61], [29, 55], [30, 54], [31, 51], [32, 50], [33, 49], [34, 48], [70, 107], [71, 106], [73, 104], [74, 103], [79, 98], [80, 97], [81, 96], [82, 95], [83, 94], [84, 93], [85, 92], [86, 91]]",sincFold
5s_Rhodococcus-erythropolis-1,ArchiveII,"[[1, 119], [2, 118], [3, 117], [5, 116], [6, 115], [7, 114], [8, 113], [9, 112], [10, 111], [16, 68], [17, 67], [18, 65], [19, 64], [20, 63], [21, 62], [22, 61], [23, 60], [29, 55], [30, 54], [31, 51], [32, 50], [33, 49], [34, 48], [70, 107], [71, 106], [73, 104], [74, 103], [79, 98], [80, 97], [81, 96], [82, 95], [83, 94], [84, 93], [85, 92], [86, 91]]",sincFold
5s_Samia-cynthia-1,ArchiveII,"[[1, 118], [2, 117], [3, 116], [4, 115], [5, 114], [6, 113], [7, 112], [9, 110], [14, 65], [15, 64], [16, 62], [17, 61], [18, 60], [19, 59], [20, 58], [21, 57], [27, 52], [28, 51], [29, 48], [30, 47], [31, 46], [32, 45], [67, 108], [68, 107], [69, 106], [70, 105], [71, 104], [72, 103], [78, 98], [79, 97], [81, 95], [82, 94], [84, 93], [85, 92], [86, 91]]",sincFold
5s_Halocynthia-roretzi-1,ArchiveII,"[[2, 117], [3, 116], [4, 115], [5, 114], [6, 113], [7, 112], [8, 111], [9, 110], [14, 65], [15, 64], [16, 62], [17, 61], [18, 60], [19, 59], [20, 58], [21, 57], [27, 52], [28, 51], [29, 48], [30, 47], [31, 46], [32, 45], [67, 108], [68, 107], [69, 106], [70, 105], [71, 104], [72, 103], [78, 98], [79, 97], [81, 95], [82, 94], [84, 93], [85, 92], [86, 91]]",sincFold
RNaseP_PF101,ArchiveII,"[[6, 380], [7, 379], [8, 378], [10, 377], [11, 376], [12, 375], [13, 374], [14, 373], [15, 268], [16, 267], [17, 266], [18, 265], [22, 301], [23, 300], [24, 299], [25, 298], [27, 264], [28, 263], [29, 262], [30, 261], [31, 260], [40, 64], [41, 63], [42, 62], [43, 61], [44, 60], [45, 59], [46, 58], [47, 57], [48, 161], [49, 160], [50, 159], [51, 158], [52, 157], [53, 156], [73, 105], [74, 104], [75, 103], [76, 102], [77, 101], [78, 100], [79, 99], [80, 98], [81, 97], [82, 96], [83, 95], [84, 94], [85, 93], [86, 92], [106, 259], [107, 258], [111, 257], [112, 256], [113, 253], [114, 252], [115, 251], [128, 200], [129, 199], [130, 196], [131, 195], [132, 194], [133, 193], [134, 192], [135, 191], [136, 190], [137, 189], [138, 188], [146, 179], [147, 178], [148, 177], [149, 176], [208, 226], [209, 225], [210, 224], [211, 223], [212, 222], [213, 221], [227, 249], [228, 248], [229, 246], [230, 245], [231, 244], [232, 243], [233, 242], [234, 241], [235, 240], [272, 322], [273, 321], [274, 320], [275, 319], [281, 313], [282, 312], [283, 311], [284, 310], [285, 309], [286, 308], [294, 304], [295, 303], [296, 357], [297, 356], [343, 365], [344, 364], [345, 363], [346, 362], [347, 361], [348, 360], [349, 359], [350, 358]]",sincFold
5s_Bordetella-parapertussis-1,ArchiveII,"[[1, 114], [2, 113], [3, 112], [4, 111], [5, 110], [6, 109], [7, 108], [8, 107], [9, 106], [15, 67], [16, 66], [17, 64], [18, 63], [19, 62], [20, 61], [21, 60], [22, 59], [28, 54], [29, 53], [30, 50], [31, 49], [32, 48], [33, 47], [69, 102], [70, 101], [72, 99], [73, 98], [78, 93], [79, 92], [80, 91], [81, 90], [82, 89], [83, 88]]",sincFold
5s_Thermus-thermophilus-1,ArchiveII,"[[1, 120], [2, 119], [3, 118], [4, 117], [5, 116], [6, 115], [7, 114], [8, 113], [9, 112], [10, 111], [16, 68], [17, 67], [18, 65], [19, 64], [20, 63], [21, 62], [22, 61], [23, 60], [29, 55], [30, 54], [31, 51], [32, 50], [33, 49], [34, 48], [70, 107], [71, 106], [73, 104], [74, 103], [79, 98], [80, 97], [81, 96], [82, 95], [83, 94], [84, 93], [85, 92], [86, 91]]",sincFold
RNaseP_Synechococcus-PCC6717,ArchiveII,"[[9, 314], [10, 313], [11, 312], [13, 311], [14, 310], [15, 309], [16, 308], [17, 307], [18, 188], [19, 187], [20, 186], [21, 185], [22, 184], [26, 224], [27, 223], [28, 222], [29, 221], [30, 220], [32, 183], [33, 182], [34, 181], [36, 180], [37, 179], [38, 52], [39, 51], [40, 50], [41, 49], [42, 48], [53, 67], [54, 65], [55, 64], [56, 63], [57, 62], [68, 178], [69, 177], [73, 176], [74, 175], [75, 172], [76, 171], [77, 170], [89, 119], [90, 118], [91, 115], [92, 114], [93, 113], [97, 111], [98, 109], [99, 108], [100, 107], [101, 106], [127, 145], [128, 144], [129, 143], [130, 142], [131, 141], [132, 140], [146, 168], [147, 167], [148, 165], [149, 164], [150, 163], [151, 162], [152, 161], [153, 160], [154, 159], [192, 252], [193, 251], [194, 203], [198, 244], [199, 243], [200, 242], [201, 241], [202, 240], [208, 237], [209, 236], [210, 235], [211, 234], [212, 233], [215, 231], [217, 229], [259, 278], [260, 277], [261, 276], [262, 275], [263, 274], [264, 273], [265, 272], [266, 271]]",sincFold
5s_Pedinomonas-minor-1,ArchiveII,"[[3, 118], [4, 117], [5, 116], [6, 115], [7, 114], [8, 113], [9, 112], [10, 111], [15, 66], [16, 65], [17, 63], [18, 62], [19, 61], [20, 60], [21, 59], [22, 58], [28, 53], [29, 52], [30, 49], [31, 48], [32, 47], [33, 46], [68, 109], [69, 108], [70, 107], [71, 106], [72, 105], [79, 99], [80, 98], [81, 97], [82, 96], [83, 95], [85, 94], [86, 93], [87, 92]]",sincFold
5s_Amycolatopsis-lactamdurans-1,ArchiveII,"[[1, 119], [2, 118], [4, 117], [5, 116], [6, 115], [7, 114], [8, 113], [9, 112], [10, 111], [16, 68], [17, 67], [18, 65], [19, 64], [20, 63], [21, 62], [22, 61], [23, 60], [29, 55], [30, 54], [31, 51], [32, 50], [33, 49], [34, 48], [70, 107], [71, 106], [73, 104], [74, 103], [79, 98], [80, 97], [81, 96], [82, 95], [83, 94], [84, 93], [85, 92], [86, 91]]",sincFold
srp_Salm.ente._AE014613,ArchiveII,"[[1, 108], [3, 106], [6, 103], [7, 102], [11, 98], [12, 97], [14, 95], [17, 90], [18, 89], [19, 88], [20, 87], [21, 86], [22, 82], [24, 81], [25, 80], [26, 79], [27, 78], [31, 73], [32, 72], [33, 71], [34, 70], [35, 69], [41, 66], [42, 65], [43, 64], [49, 58], [50, 57], [51, 56]]",sincFold
5s_Acanthamoeba-castellanii-1,ArchiveII,"[[1, 118], [2, 117], [3, 116], [4, 115], [5, 114], [6, 113], [7, 112], [8, 111], [9, 110], [14, 65], [15, 64], [16, 62], [17, 61], [18, 60], [19, 59], [20, 58], [21, 57], [27, 52], [28, 51], [29, 48], [30, 47], [31, 46], [32, 45], [67, 108], [68, 107], [69, 106], [70, 105], [71, 104], [78, 98], [79, 97], [80, 96], [81, 95], [82, 94], [84, 93], [85, 92], [86, 91]]",sincFold
5s_Bacteroides-capillosus-1,ArchiveII,"[[14, 66], [15, 65], [16, 63], [17, 62], [18, 61], [19, 60], [20, 59], [27, 53], [28, 52], [29, 49], [30, 48], [31, 47], [32, 46], [77, 94], [78, 93], [79, 92], [80, 91], [81, 90], [82, 89]]",sincFold
